Company Name,Price,Volume,MACD hist,ADX,ATR,EMA 200,RSI,Stochastic Oscillator,MACD hist sloap*,EMA 200 Sloap
HDFC Life Insurance Company Ltd.,561.7000122070312,471560,-0.21110240917129852,33.43452342335924,1.7028961153130229,566.6450667928731,29.50729778896857,10.5261889847251,-0.04892997048151049,-8.847968663636077e-05
Havells India Ltd.,1894.0,84238,-0.8172764004388992,24.448263533618537,5.424407358108584,1858.053419294104,48.00491584108948,25.742394759424215,0.07647976634472886,0.00019074560079118552
Hero MotoCorp Ltd.,5143.75,43992,-3.1617596470914453,13.864094444678353,24.12901780497389,5080.861015599615,48.14079071360719,47.65215451537346,1.203850335445619,0.00012287729661757544
Hindalco Industries Ltd.,705.2999877929688,961232,-0.46258649909052174,42.75028637571815,4.275967127187429,678.8635797575765,60.43505519608762,51.928670523162516,-0.16822778402178784,0.00037670856042512727
Hindustan Aeronautics Ltd.,5060.7001953125,224769,-5.747097047231553,18.750044122878887,26.04567399978098,4887.935156188714,43.909415772327115,33.609308269159634,-0.0790214701473344,0.00034310114894857413
Hindustan Petroleum Corporation Ltd.,538.7999877929688,233508,0.23139211952051353,22.267498660352654,2.8220807852195686,534.7646597188094,43.40767766536318,39.668896219848065,0.04576417968757207,7.527108753851206e-05
Hindustan Unilever Ltd.,2373.39990234375,165140,0.3589516719488586,24.054273828687197,6.011317888156681,2368.2133654975796,40.881592445115096,33.17520190683359,0.05319180371329768,2.196258557288557e-05
ICICI Bank Ltd.,1104.0,2424913,0.9038553082973859,43.197169712374304,3.3785155518117524,1122.9283421131443,38.849642200642066,64.28581808669874,0.15987022208104573,-0.00017231394393285018
ICICI Lombard General Insurance Company Ltd.,1590.0,101367,-2.067490852902367,26.25516565111328,6.39771860386186,1639.917785880754,24.22387703644482,0.0,-0.672125102441516,-0.0003155259687161658
ICICI Prudential Life Insurance Company Ltd.,558.7000122070312,707893,0.5567862364290663,47.468461768683916,2.4217546721638934,576.6342286989425,39.61391322831707,67.12373435448944,0.24617690464585973,-0.0003226120957401845
IDBI Bank Ltd.,86.0,373345,0.030107727568432996,37.4896567179561,0.31907437787030013,86.85965183717663,44.78788120876902,55.555461365659305,0.016326308080373553,-0.00010046182507601527
IDFC First Bank Ltd.,77.25,2706818,-0.03519785247001367,32.34504646847133,0.2322838677087808,77.85351158982444,36.48161567118286,29.411817504555206,0.007498306639496188,-7.851706296196573e-05
ITC Ltd.,431.0,762017,0.11048758740890827,16.37865466290379,1.0355881024008282,433.61505642611945,54.277060233643915,58.82363500911041,-0.017997741206389,-6.097905831055238e-05
Indian Bank,576.2999877929688,91844,-0.681931940010513,16.12694917221334,3.1533155235114925,565.8168360766887,49.471561317139674,29.931989736179965,0.0029135157801427614,0.0001828185162900529
Indian Hotels Co. Ltd.,566.4500122070312,171751,-0.2117142992106349,24.19444548271066,2.1642424583099236,571.7116840552516,36.06126771932972,17.50030517578125,0.021992803984298925,-9.3355323440864e-05
Indian Oil Corporation Ltd.,165.1999969482422,1224164,-0.027525456690555783,29.278073865907565,0.4695252311342816,166.5210617336217,30.052272403278877,15.624940395582598,-0.0014850611261213453,-8.03694507516769e-05
Indian Railway Catering And Tourism Corporation Ltd.,1044.5999755859375,259294,1.699057745640598,32.676702482827054,5.3741325771995365,1078.2568030737712,42.23656266450754,42.705237049844904,-0.13649135342614294,-0.00032381732782652375
Indian Railway Finance Corporation Ltd.,180.3000030517578,3501596,0.15267164265483774,17.218520436579986,0.8901960553405789,177.6265705218669,53.43509970819482,63.83003590699245,-0.007207265353038422,0.00014902200880390605
Indraprastha Gas Ltd.,461.5,670205,0.20071538928146082,21.239318211090744,2.1599776714256462,456.23054838188136,44.18486053612288,55.76930977211505,0.05926802186944502,0.00011475474050903034
Indus Towers Ltd.,341.25,643941,0.06472773085716044,19.735465047734273,1.3115592887306342,343.5370438156531,42.92061223668476,31.7460932580242,0.0006957511370720981,-6.73563808979432e-05
